,A1,E1_a,E1_b,E1_c,E1_d,E1_e,E1_f,E1_g,E1_h,E2
1755,4,2,2,2,1,2,2,1,2,4
1756,2,1,2,2,2,2,2,2,2,E1_a
1757,2,2,1,2,1,2,2,1,1,8
1758,4,2,2,1,2,2,2,1,2,3
1759,2,2,2,2,2,1,2,1,2,5
1760,4,1,2,2,2,2,2,1,2,1
1761,2,1,2,2,2,1,2,2,2,1
1762,4,1,2,2,2,2,2,1,2,1
1763,2,1,2,2,2,2,2,2,2,E1_a
1764,4,2,2,2,2,2,2,1,-98,E1_g
1765,2,1,1,2,2,1,2,2,2,1
1766,1,2,2,2,2,2,2,1,2,E1_g
1767,2,1,2,2,2,2,2,1,2,1
1768,2,1,1,2,2,2,2,1,2,2
1769,2,1,2,2,2,2,2,1,2,1
1770,1,2,2,2,1,2,2,1,2,4
1771,2,2,1,2,1,2,2,2,1,8
1772,4,1,2,2,2,2,2,2,2,E1_a
1773,4,1,2,2,2,2,2,1,2,1
1774,2,1,1,2,2,2,2,1,2,1
1775,2,1,2,2,2,2,2,1,2,1
1776,2,1,2,2,2,2,2,1,2,1
1777,2,1,2,2,2,2,2,1,2,1
1778,1,1,2,2,2,2,2,2,2,E1_a
1779,4,1,2,2,2,2,2,2,2,E1_a
1780,4,1,2,2,2,2,2,2,-99,E1_a
1781,4,1,2,2,2,2,2,2,1,8
1782,2,2,2,1,2,2,2,2,2,E1_c
1783,2,1,2,2,2,2,2,2,2,E1_a
1784,2,1,2,2,2,2,2,2,2,E1_a
1785,2,1,2,2,2,2,2,1,2,7
1786,2,2,2,2,1,2,2,1,2,7
1787,2,1,2,2,2,2,2,1,2,7
1788,2,1,2,2,2,2,2,1,2,1
1789,1,1,2,2,2,2,2,2,2,E1_a
1790,1,2,2,2,2,1,2,1,1,5
1791,2,1,2,2,2,2,2,1,2,1
1792,2,1,2,2,2,2,2,1,2,1
1793,2,1,2,2,2,2,2,2,2,E1_a
1794,2,1,2,2,2,2,2,2,2,E1_a
1795,2,1,2,2,2,2,2,1,2,1
1796,2,1,2,2,2,2,2,1,2,1
1797,2,1,2,2,2,2,2,2,2,E1_a
1798,2,2,1,2,2,2,2,1,2,7
1799,4,2,2,1,2,2,2,1,2,3
1800,2,1,2,2,2,2,2,2,2,E1_a
1801,2,1,1,2,2,2,2,2,2,1
1802,2,2,2,2,1,2,2,2,2,E1_d
1803,2,1,2,2,2,2,2,1,1,1
1804,2,1,1,2,2,2,2,1,2,7
1805,2,1,2,2,2,2,2,1,2,7
1806,4,1,2,2,2,2,2,1,2,1
1807,2,1,2,2,2,2,2,2,2,E1_a
1808,4,2,2,2,1,2,2,1,-99,4
1809,2,2,2,1,2,2,2,2,2,E1_c
1810,4,1,2,2,2,2,2,1,2,7
1811,2,2,2,2,1,2,2,1,2,4
1812,2,1,2,2,2,2,2,2,2,E1_a
1813,2,1,2,2,2,2,2,2,2,E1_a
1814,2,1,2,2,2,2,2,2,2,E1_a
1815,2,1,2,2,2,2,2,2,2,E1_a
1816,2,1,2,2,2,2,2,1,2,1
1817,2,1,2,2,2,2,2,1,2,1
1818,4,1,2,2,2,2,2,1,2,1
1819,2,1,2,2,2,2,2,1,2,1
1820,2,1,2,2,2,2,2,1,2,1
1821,2,1,1,2,2,2,2,2,2,1
1822,2,1,1,2,2,2,2,1,2,2
1823,4,2,1,1,2,2,2,1,2,2
1824,2,1,1,2,2,2,2,1,2,1
1825,2,1,2,2,2,2,2,1,2,1
1826,4,1,2,2,2,2,2,1,2,1
1827,4,2,1,2,2,1,2,1,2,2
1828,5,1,2,2,2,1,2,1,-99,1
1829,2,1,2,2,2,2,2,1,2,1
1830,2,2,2,1,2,2,2,1,2,7
1831,4,1,2,2,2,2,2,2,2,E1_a
1832,2,1,1,2,2,2,2,2,2,1
1833,2,1,2,2,2,2,2,2,2,E1_a
1834,2,2,2,2,1,2,2,1,-98,4
1835,2,1,2,2,2,2,2,2,2,E1_a
1836,4,1,2,2,2,2,2,1,2,1
1837,2,1,2,2,2,2,2,2,2,E1_a
1838,2,2,2,1,1,2,2,1,2,7
1839,1,1,2,2,2,2,2,2,1,1
1840,4,1,2,2,2,2,2,1,2,1
1841,2,2,2,2,2,1,2,2,2,E1_e
1842,2,1,2,2,2,2,2,1,2,1
1843,2,2,1,2,1,2,2,2,2,2
1844,2,1,2,2,2,2,2,1,2,1
1845,2,2,2,2,2,2,2,1,2,E1_g
1846,2,1,2,2,2,2,2,1,2,1
1847,2,1,2,2,2,2,2,1,2,1
1848,2,1,2,2,2,2,2,1,2,1
1849,1,1,2,2,2,2,2,2,2,E1_a
1850,1,1,2,2,2,2,2,1,2,1
1851,4,1,2,2,2,2,2,2,2,E1_a
1852,2,1,2,2,2,2,2,1,2,7
1853,2,2,1,2,1,2,2,1,2,7
1854,4,1,2,2,2,2,2,2,2,E1_a
1855,2,1,2,2,2,2,2,2,2,E1_a
1856,2,1,2,2,2,2,2,1,2,1
1857,2,1,2,2,2,2,2,1,2,1
1858,2,1,2,2,2,2,2,2,2,E1_a
1859,2,1,2,2,2,2,2,2,2,E1_a
1860,4,1,1,2,2,2,2,2,2,1
1861,2,1,2,2,2,2,2,2,2,E1_a
1862,4,1,2,2,2,2,2,1,1,8
1863,2,1,2,2,2,2,2,2,2,E1_a
1864,2,1,2,2,2,2,2,2,2,E1_a
1865,2,1,2,2,2,2,2,1,2,1
1866,2,2,2,2,2,2,2,1,1,8
1867,2,1,2,2,2,2,2,2,2,E1_a
1868,2,1,2,2,2,2,2,2,2,E1_a
1869,4,1,1,2,2,2,2,1,2,1
1870,2,1,2,2,2,2,2,1,2,7
1871,2,1,2,2,2,2,2,1,2,1
1872,2,1,2,2,2,2,2,2,2,E1_a
1873,2,2,2,2,2,1,2,2,2,E1_e
1874,4,1,2,2,2,2,2,2,2,E1_a
1875,5,1,2,2,2,2,2,1,2,1
1876,2,1,2,2,2,2,2,1,2,1
1877,2,1,2,2,2,2,2,2,2,E1_a
1878,1,1,2,2,2,2,2,1,2,1
1879,-98,2,1,1,1,2,2,1,2,2
1880,2,2,2,2,1,1,2,1,-98,5
1881,5,1,1,2,2,2,2,2,2,2
1882,2,1,2,2,2,2,2,2,2,E1_a
1883,4,2,2,2,1,2,2,1,1,8
1884,5,1,2,2,2,2,2,1,2,1
1885,2,1,2,2,2,2,2,1,2,1
1886,2,1,2,2,2,2,2,2,2,E1_a
1887,5,2,2,1,2,2,2,1,2,7
1888,2,1,1,2,2,2,2,2,2,1
1889,2,1,2,2,2,2,2,2,2,E1_a
1890,2,2,2,2,2,2,1,2,1,6
1891,2,1,2,2,2,2,1,2,2,6
1892,1,1,2,2,2,2,2,2,2,E1_a
1893,2,1,2,2,2,2,2,1,2,1
1894,2,2,2,2,2,2,1,2,-98,E1_f
1895,2,1,2,2,2,2,2,1,-98,1
1896,4,1,2,2,2,2,2,2,2,E1_a
1897,4,2,2,2,2,1,2,2,2,E1_e
1898,4,2,2,1,1,2,2,2,2,4
1899,4,2,2,2,2,1,1,2,2,5
1900,1,1,2,2,2,2,2,2,2,E1_a
1901,2,1,2,2,2,2,2,1,-98,1
1902,2,1,2,2,2,2,2,2,2,E1_a
1903,4,1,2,2,2,2,2,1,2,1
1904,2,1,2,2,2,2,2,2,2,E1_a
1905,2,1,2,2,2,2,2,2,2,E1_a
1906,2,2,2,2,2,2,1,1,-99,6
1907,1,2,2,2,2,1,1,2,2,6
1908,2,1,2,2,2,2,1,1,2,1
1909,4,2,2,2,2,2,1,1,1,8
1910,2,2,1,2,1,2,2,1,1,4
1911,2,1,2,2,2,2,-98,1,1,8
1912,5,1,2,2,2,2,2,1,2,1
1913,1,1,2,2,2,2,2,2,2,E1_a
1914,1,2,2,2,2,2,1,2,1,8
1915,2,1,1,2,2,2,2,1,2,2
1916,2,1,2,2,2,2,2,2,2,E1_a
1917,5,1,2,2,2,1,2,1,2,1
1918,2,2,2,2,2,2,1,2,-99,E1_f
1919,4,1,2,2,2,2,2,2,2,E1_a
1920,2,2,2,2,1,2,2,1,2,7
1921,2,1,2,2,2,2,2,1,2,1
1922,2,1,2,2,2,2,2,1,2,1
1923,4,1,2,2,2,2,2,1,2,1
1924,2,1,2,2,2,2,2,2,1,-100
1925,2,1,2,2,2,2,2,1,2,1
1926,4,2,2,2,2,2,1,2,2,E1_f
1927,2,1,2,2,2,2,2,1,2,1
1928,4,1,2,2,2,2,2,1,2,1
1929,2,1,2,2,2,2,2,2,2,E1_a
1930,2,1,2,2,2,2,2,1,2,7
1931,2,2,2,2,2,1,1,1,2,6
1932,2,1,2,2,2,2,2,2,2,E1_a
1933,2,1,1,2,2,2,2,1,2,2
1934,2,2,2,2,2,2,1,1,-99,6
1935,1,1,1,2,2,2,2,2,2,1
1936,5,2,2,2,2,1,1,2,-98,5
1937,1,2,2,2,2,2,2,2,2, 
1938,4,2,2,2,2,2,1,1,1,6
1939,2,2,2,2,2,2,1,1,2,6
1940,5,2,2,2,2,2,1,2,2,E1_f
1941,4,1,2,2,2,2,2,2,2,E1_a
1942,2,2,2,2,1,2,2,1,2,7
1943,2,2,2,2,2,2,1,1,2,7
1944,2,2,2,2,1,2,2,1,2,4
1945,2,2,1,2,1,2,2,2,2,2
1946,2,1,2,2,2,2,2,2,2,E1_a
1947,2,2,2,2,2,2,1,2,2,E1_f
1948,2,2,2,2,2,2,2,1,2,E1_g
1949,2,1,2,2,2,2,2,1,2,1
1950,1,2,2,2,2,2,1,1,2,6
1951,2,2,2,2,2,2,1,2,2,E1_f
1952,2,1,2,2,2,2,2,1,1,8
1953,4,2,2,2,2,2,1,2,2,E1_f
1954,2,1,1,2,2,2,2,1,2,2
1955,4,1,2,2,2,2,2,1,1,1
1956,1,1,1,2,2,2,2,2,2,1
1957,4,1,2,1,2,2,2,2,2,1
1958,1,1,2,2,2,2,2,1,2,1
1959,2,1,2,2,2,2,2,1,2,1
1960,4,2,2,2,2,2,1,2,2,E1_f
1961,2,1,2,2,2,2,2,1,2,1
1962,5,2,2,2,2,2,1,1,1,8
1963,2,2,2,1,1,2,2,2,2,4
1964,4,2,2,2,1,2,2,1,2,7
1965,2,2,2,1,2,2,2,1,2,3
1966,1,2,2,2,2,2,1,1,1,8
1967,2,2,2,2,2,2,1,2,1,6
1968,4,1,1,2,2,1,2,1,2,7
1969,2,2,2,2,2,2,1,1,2,6
1970,2,1,1,1,2,2,2,2,2,3
1971,2,1,2,2,2,2,2,1,2,1
1972,1,1,2,2,2,2,2,2,2,E1_a
1973,2,2,2,2,1,1,2,2,2,5
1974,2,1,2,2,2,2,2,2,2,E1_a
1975,1,1,2,2,2,2,2,2,2,E1_a
1976,2,1,1,2,2,2,2,1,-99,1
1977,5,2,2,2,2,2,1,2,2,E1_f
1978,4,1,2,2,2,2,2,1,2,1
1979,5,1,2,2,2,2,2,2,-98,E1_a
1980,2,2,2,2,2,2,1,1,2,6
1981,2,1,2,2,2,2,2,1,2,7
1982,1,2,2,2,1,2,2,2,2,E1_d
1983,2,2,2,2,2,2,1,1,2,6
1984,4,2,2,2,2,2,1,1,2,6
1985,2,2,2,2,2,1,2,1,2,7
1986,2,2,2,2,2,2,1,2,-98,E1_f
1987,2,2,2,2,2,2,1,2,2,E1_f
1988,1,2,2,2,2,2,1,1,-99,6
1989,4,2,1,1,2,2,2,1,2,3
1990,2,2,2,2,2,2,1,2,2,E1_f
1991,2,1,2,2,2,2,2,1,2,1
1992,2,2,1,2,1,2,2,1,2,2
1993,1,1,2,2,2,2,1,1,2,1
1994,2,2,2,2,2,1,2,1,1,5
1995,2,2,2,2,2,1,2,2,-98,E1_e
1996,1,2,2,2,2,2,1,2,2,E1_f
1997,2,1,2,2,2,2,2,1,1,1
1998,1,2,2,2,2,2,1,2,-98,E1_f
1999,4,2,2,2,2,2,2,1,2,E1_g
2000,2,1,2,2,2,2,2,2,2,E1_a
2001,4,1,1,2,2,2,2,1,2,7
2002,4,2,2,2,2,2,1,2,2,E1_f
2003,2,2,2,2,2,2,1,2,2,E1_f
2004,2,1,2,2,2,2,2,1,1,1
2005,2,1,2,2,2,2,2,1,2,7
2006,2,1,2,2,2,2,2,1,2,7
2007,2,2,2,2,2,2,1,2,2,E1_f
2008,2,2,2,2,1,2,2,1,2,7
2009,2,2,2,2,1,1,2,1,2,5
2010,2,1,2,2,2,2,2,1,2,1
2011,2,1,2,2,2,2,2,1,2,1
2012,2,2,2,2,2,2,1,1,2,6
2013,2,1,2,2,2,2,2,1,2,1
2014,4,1,2,2,2,2,2,1,2,1
2015,2,2,2,2,2,1,1,2,2,6
2016,1,1,2,2,2,2,2,2,2,E1_a
2017,5,2,2,1,1,2,2,1,1,8
2018,2,2,2,2,2,1,1,1,-98,6
2019,1,2,1,1,2,2,2,1,2,3
2020,1,1,2,2,2,2,2,2,2,E1_a
2021,2,2,2,2,2,2,2,2,2, 
2022,2,1,2,2,2,2,2,2,2,E1_a
2023,2,1,2,2,2,2,2,1,2,1
2024,4,1,2,2,2,2,2,1,2,1
2025,1,1,2,2,2,2,2,2,2,E1_a
2026,2,1,2,2,2,2,2,1,2,1
2027,4,1,2,2,2,2,2,1,2,1
2028,2,2,2,2,2,2,2,2,2, 
2029,2,2,2,2,2,2,1,2,2,E1_f
2030,4,2,2,2,2,2,1,2,-98,E1_f
2031,2,2,2,2,2,2,1,1,1,6
2032,2,2,2,2,2,2,1,2,2,E1_f
2033,2,2,2,2,2,2,1,2,2,E1_f
2034,2,1,2,2,2,2,2,1,2,1
2035,2,1,2,2,2,2,2,1,2,1
2036,2,2,2,2,2,2,1,1,2,7
2037,4,1,2,1,2,2,2,2,2,3
2038,2,2,2,2,2,2,1,1,1,6
2039,2,2,1,2,2,2,2,1,1,7
2040,4,1,2,2,2,2,2,2,2,E1_a
2041,1,1,2,2,2,2,2,1,2,1
2042,1,1,2,2,2,2,2,1,2,1
2043,2,2,2,2,2,2,1,2,2,E1_f
2044,4,1,1,2,2,2,2,1,2,2
2045,2,1,2,2,2,2,2,2,2,E1_a
2046,4,1,2,2,2,2,2,1,2,7
2047,4,2,1,2,2,2,2,2,2,E1_b
2048,2,2,2,2,1,2,2,2,2,E1_d
2049,2,2,2,2,2,2,1,1,2,6
2050,1,1,1,2,2,2,2,1,2,7
2051,2,2,2,2,2,2,2,1,2,E1_g
2052,4,1,2,2,2,2,2,1,2,1
2053,5,1,2,2,2,1,2,1,2,1
2054,1,2,2,2,2,2,1,1,2,6
2055,2,2,2,2,2,2,2,1,2,E1_g
2056,4,2,1,2,1,2,2,2,2,4
2057,1,1,2,2,2,2,2,2,2,E1_a
2058,1,2,2,2,2,2,2,1,2,E1_g
2059,2,2,2,2,2,2,1,1,2,6
2060,2,1,2,2,2,2,2,1,2,1
2061,2,1,2,2,2,2,2,2,2,E1_a
2062,5,2,2,1,1,2,2,1,2,4
2063,2,1,2,2,2,2,2,2,2,E1_a
2064,2,2,2,2,2,2,1,1,1,8
2065,2,2,2,2,2,2,2,1,2,E1_g
2066,2,2,2,2,2,2,1,1,2,6
2067,5,2,2,2,2,2,1,1,2,6
2068,2,1,2,2,2,2,2,1,2,1
2069,2,1,2,2,2,2,2,1,2,1
2070,2,1,2,2,2,2,2,1,2,1
2071,2,2,2,2,2,2,1,1,-98,6
2072,1,2,2,2,2,1,1,2,2,5
2073,4,2,2,2,2,2,1,1,1,8
2074,2,2,2,2,2,2,1,1,2,6
2075,2,2,2,2,2,2,1,2,2,E1_f
2076,2,1,2,2,2,2,2,2,2,E1_a
2077,2,1,2,2,2,2,2,2,2,E1_a
2078,2,2,2,2,2,2,1,1,1,7
2079,1,2,2,2,2,2,1,2,2,E1_f
2080,2,1,2,2,2,2,2,1,2,1
2081,2,1,2,2,2,2,2,2,-98,E1_a
2082,2,2,2,2,2,2,2,1,2,E1_g
2083,2,1,2,1,2,2,2,1,1,1
2084,2,2,2,2,2,2,1,1,-99,6
2085,2,1,2,2,2,2,1,1,2,7
2086,4,2,2,2,2,2,1,2,1,6
2087,1,1,2,2,2,2,2,2,2,E1_a
2088,4,1,2,2,2,2,2,1,-98,1
2089,2,1,2,2,2,2,2,1,2,1
2090,2,1,2,2,2,2,2,1,2,1
2091,2,1,2,2,2,2,2,2,2,E1_a
2092,1,2,2,2,2,2,1,1,-99,6
2093,4,1,2,2,2,2,2,2,2,E1_a
2094,1,2,2,2,2,2,1,2,-98,E1_f
2095,4,1,1,2,2,2,2,2,2,1
2096,1,2,2,2,2,2,1,1,1,6
2097,2,2,2,1,2,2,2,1,2,3
2098,2,1,2,2,2,2,2,2,2,E1_a
2099,5,1,2,2,2,1,2,2,2,1
2100,2,2,2,2,2,2,2,1,2,E1_g
2101,2,1,2,2,2,2,2,2,2,E1_a
2102,4,1,2,2,2,2,2,2,2,E1_a
2103,2,1,2,2,2,2,2,2,2,E1_a
2104,1,2,2,2,2,2,1,2,2,E1_f
2105,1,1,2,2,2,2,2,1,1,1
2106,2,2,2,2,2,2,2,2,2, 
2107,4,1,2,2,2,2,2,1,2,1
2108,2,1,2,2,2,2,2,2,2,E1_a
2109,2,1,2,2,2,2,2,1,2,1
2110,2,1,2,2,2,2,2,2,2,E1_a
2111,2,1,2,2,2,2,2,1,2,1
2112,2,2,2,2,2,2,1,2,2,E1_f
2113,2,1,2,2,2,2,2,2,2,E1_a
2114,2,2,2,2,2,2,1,1,2,6
2115,4,2,2,2,2,2,1,1,2,6
2116,1,2,2,2,2,2,1,2,2,E1_f
2117,2,1,2,2,2,2,2,2,2,E1_a
2118,2,2,2,2,2,2,1,2,2,E1_f
2119,2,2,2,2,2,1,1,1,1,6
2120,4,2,2,2,2,2,2,1,2,E1_g
2121,2,1,2,2,2,2,2,1,2,1
2122,2,2,2,2,2,1,2,1,2,5
2123,2,2,2,2,2,2,1,1,2,6
2124,2,1,2,2,2,2,1,1,2,6
2125,4,1,2,2,2,2,2,2,2,E1_a
2126,1,1,2,2,1,2,2,2,1,8
2127,2,1,2,2,2,2,2,2,2,E1_a
2128,2,2,2,2,2,2,2,1,2,E1_g
2129,2,2,2,2,1,2,2,2,2,E1_d
2130,1,1,2,2,2,2,2,1,2,1
2131,2,1,2,2,2,2,2,2,2,E1_a
2132,1,1,2,2,2,2,2,2,2,E1_a
2133,2,1,2,2,2,2,2,2,2,E1_a
2134,2,1,2,2,2,2,2,2,2,E1_a
2135,2,2,2,2,1,2,2,1,2,7
2136,4,2,2,2,1,2,2,2,2,E1_d
2137,2,2,1,1,2,2,2,2,2,2
2138,2,2,2,2,2,2,1,2,2,E1_f
2139,2,1,2,2,2,2,1,1,2,1
2140,2,1,2,2,2,2,2,1,2,7
2141,4,1,2,2,2,2,2,1,2,1
2142,4,1,2,2,2,2,2,2,2,E1_a
2143,2,2,2,2,2,2,1,1,2,6
2144,1,1,2,2,2,2,2,1,2,7
2145,2,1,2,2,2,2,2,1,2,1
2146,4,1,2,2,2,2,2,2,2,E1_a
2147,4,1,2,2,2,2,2,1,-98,1
2148,2,1,2,2,2,2,2,2,2,E1_a
2149,2,1,1,2,2,2,2,2,2,1
2150,2,2,2,2,1,2,2,1,-98,7
2151,2,2,2,2,2,2,1,1,-99,6
2152,2,1,2,2,2,2,2,1,-98,7
2153,2,1,2,2,2,2,2,2,2,E1_a
2154,2,2,2,2,1,2,2,2,2,E1_d
2155,2,1,2,2,2,2,2,1,2,7
2156,2,1,2,2,2,2,2,2,2,E1_a
2157,2,1,2,2,2,2,2,1,2,7
2158,4,1,2,2,2,2,2,1,2,1
2159,1,1,2,2,2,2,2,1,2,7
2160,5,2,2,2,2,2,1,2,2,E1_f
2161,2,1,2,2,2,2,2,2,-99,E1_a
2162,1,2,2,2,2,2,1,2,2,E1_f
2163,1,1,1,2,2,2,2,1,2,2
2164,2,1,2,2,2,2,2,2,2,E1_a
2165,2,1,2,2,2,2,2,1,2,1
2166,1,1,2,2,2,2,2,1,1,8
2167,2,2,2,2,2,2,1,1,2,6
2168,1,2,2,2,2,2,1,2,2,E1_f
2169,4,1,1,2,2,1,2,1,2,1
2170,1,2,2,2,1,2,2,1,2,7
2171,2,2,2,2,2,1,1,2,2,5
2172,2,2,2,2,2,2,1,1,2,6
2173,2,2,-99,2,2,2,2,1,-99,E1_g
2174,2,1,2,2,2,2,2,2,2,E1_a
2175,4,2,2,2,2,2,1,1,-98,7
2176,2,1,1,2,2,2,2,2,2,1
2177,2,1,2,2,2,2,2,1,-98,1
2178,4,1,1,2,2,2,2,2,2,2
2179,2,2,2,2,2,2,1,1,-99,6
2180,2,1,2,2,2,2,2,2,2,E1_a
2181,1,1,2,2,2,2,2,1,1,8
2182,4,1,2,2,2,2,2,1,2,1
2183,4,1,2,2,2,2,2,2,-99,E1_a
2184,1,1,2,2,2,2,2,1,-98,1
2185,2,2,2,2,1,2,2,1,-99,7
2186,2,2,2,2,2,2,2,2,2, 
2187,2,1,2,2,2,2,2,1,2,1
2188,4,2,1,2,2,1,2,1,2,5
2189,2,2,2,2,2,2,1,2,-98,E1_f
2190,2,2,2,2,2,2,1,2,2,E1_f
2191,1,1,2,2,2,2,2,2,2,E1_a
2192,2,1,2,2,2,2,2,1,2,7
2193,2,2,2,2,2,2,2,1,2,E1_g
2194,2,1,1,2,2,2,2,1,2,1
2195,2,2,2,1,2,1,2,2,2,5
2196,2,1,2,2,2,2,2,1,2,1
2197,5,1,2,2,2,2,2,1,2,1
2198,2,1,2,2,2,2,2,2,2,E1_a
2199,2,2,2,2,1,-99,2,1,2,7
2200,2,1,2,2,2,1,2,2,1,5
2201,2,1,2,2,2,2,2,2,2,E1_a
2202,2,2,2,1,2,2,2,1,2,3
2203,2,1,2,2,2,2,2,1,2,1
2204,1,1,2,2,2,2,2,2,2,E1_a
2205,2,1,2,2,2,2,2,2,2,E1_a
2206,1,2,2,2,2,2,1,2,2,E1_f
2207,4,1,2,2,2,2,2,2,1,1
2208,2,1,2,2,2,2,2,2,2,E1_a
2209,2,1,2,2,2,2,2,1,2,7
2210,2,2,2,2,2,1,2,2,2,E1_e
2211,2,1,2,2,2,2,2,1,2,1
2212,2,1,2,2,2,2,2,1,2,1
2213,1,2,2,2,2,2,1,1,2,6
2214,2,1,2,2,2,2,2,1,2,1
2215,5,2,2,2,2,2,1,2,2,E1_f
2216,1,2,2,2,2,2,1,1,2,6
2217,4,2,2,2,1,2,2,1,1,7
2218,2,2,2,2,2,2,1,2,2,E1_f
2219,2,1,2,2,2,2,2,1,2,1
2220,1,2,2,2,2,2,1,2,2,E1_f
2221,2,1,2,2,2,2,2,2,2,E1_a
2222,1,1,2,2,2,2,2,1,2,1
2223,2,1,2,2,2,2,2,1,-98,1
2224,2,2,2,2,2,2,1,1,1,8
2225,4,2,2,2,2,1,2,1,2,7
2226,2,2,2,2,2,2,1,2,2,E1_f
2227,2,2,2,2,2,2,2,1,2,E1_g
2228,1,2,1,2,2,2,2,2,1,-100
2229,4,1,2,2,2,2,2,1,2,1
2230,2,2,2,2,2,2,1,1,2,6
2231,1,1,2,2,2,2,2,2,2,E1_a
2232,4,1,2,2,2,2,2,2,2,E1_a
2233,2,1,2,2,2,2,2,2,2,E1_a
2234,2,1,2,2,2,2,2,2,-99,E1_a
2235,4,1,2,2,2,2,2,1,2,1
2236,2,1,2,2,2,2,2,2,2,E1_a
2237,2,1,2,2,2,2,2,1,2,1
2238,4,2,2,2,2,1,1,2,2,6
2239,2,2,2,2,1,2,1,1,2,6
2240,2,1,2,2,2,2,2,2,2,E1_a
2241,2,2,2,2,2,1,2,1,1,8
2242,4,2,2,2,2,2,2,1,2,E1_g
2243,4,2,1,2,2,2,2,2,2,E1_b
2244,2,1,2,2,2,2,2,1,2,1
2245,4,1,2,2,2,2,2,1,-98,7
2246,1,2,2,2,1,2,2,1,-98,4
2247,2,1,2,2,2,2,2,2,2,E1_a
2248,2,1,2,2,2,2,2,2,2,E1_a
2249,2,2,2,1,2,2,2,1,2,7
2250,1,2,2,2,2,2,1,2,2,E1_f
2251,2,2,2,2,2,2,1,1,-99,6
2252,2,2,2,2,1,2,2,1,2,7
2253,5,2,2,2,2,2,1,1,2,6
2254,2,1,2,2,1,2,2,1,1,8
2255,1,1,2,2,2,2,2,1,2,1
2256,2,2,2,2,2,2,1,1,2,6
2257,2,2,2,2,2,2,2,1,2,E1_g
2258,4,2,2,2,2,2,1,2,2,E1_f
2259,2,2,2,2,2,2,1,1,1,7
2260,2,2,2,2,2,2,2,1,2,E1_g
2261,2,2,2,1,2,2,2,1,2,7
2262,4,1,1,2,2,2,2,1,1,1
2263,4,2,2,1,2,2,2,2,-99,E1_c
2264,1,2,2,2,2,2,1,2,2,E1_f
2265,2,1,2,2,2,2,2,2,2,E1_a
2266,2,2,2,2,2,2,2,1,2,E1_g
2267,2,1,2,2,2,2,2,2,2,E1_a
2268,2,2,2,2,2,2,1,1,2,7
2269,2,2,2,2,2,2,1,2,-99,E1_f
2270,2,1,2,2,2,2,2,2,2,E1_a
2271,1,1,2,2,2,2,2,2,2,E1_a
2272,4,2,1,1,2,1,2,1,2,2
2273,2,2,2,2,2,2,1,1,-98,6
2274,2,1,2,2,2,2,2,1,2,1
2275,4,1,2,2,2,2,2,2,2,E1_a
2276,3,2,2,2,2,1,2,2,2,E1_e
2277,3,1,2,2,2,2,2,2,2,E1_a
2278,4,1,2,2,2,2,2,2,2,E1_a
2279,2,2,2,2,2,2,2,1,1,8
2280,2,2,2,2,2,2,1,2,2,E1_f
2281,1,1,1,2,2,2,2,2,2,1
2282,1,2,2,2,2,2,1,1,2,6
2283,4,2,2,2,1,2,2,2,2,E1_d
2284,2,1,2,2,2,2,2,2,2,E1_a
2285,2,1,2,2,2,2,2,2,2,E1_a
2286,2,1,2,2,2,2,2,1,2,1
2287,1,1,2,2,2,2,2,1,2,1
2288,2,2,2,2,2,2,1,1,2,6
2289,2,2,2,2,1,1,2,1,-99,5
2290,2,1,2,2,2,2,2,2,2,E1_a
2291,1,1,2,1,2,2,2,2,1,8
2292,2,2,1,2,1,2,2,1,2,2
2293,2,2,2,2,2,2,1,2,2,E1_f
2294,2,1,1,2,2,2,2,2,2,1
2295,2,1,2,2,2,2,2,2,2,E1_a
2296,2,1,2,2,2,2,2,1,2,1
2297,2,1,2,2,2,2,2,1,2,1
2298,2,2,2,2,2,2,1,1,1,8
2299,1,1,2,2,2,2,2,1,2,1
2300,2,2,2,1,2,2,2,2,2,E1_c
2301,1,2,2,2,2,2,1,2,2,E1_f
2302,4,2,1,1,2,2,2,1,2,3
2303,1,1,2,2,2,2,2,2,2,E1_a
2304,4,2,2,2,2,2,2,1,2,E1_g
2305,1,1,2,2,2,2,2,1,2,7
2306,4,2,2,2,2,2,1,1,2,7
2307,2,1,2,2,2,2,2,1,2,7
2308,2,1,2,2,2,2,2,2,2,E1_a
2309,2,1,2,2,2,2,2,2,2,E1_a
2310,2,2,2,2,1,1,2,1,2,4
2311,2,2,2,1,2,2,2,1,1,8
2312,2,1,2,2,2,2,2,1,2,7
2313,2,2,2,2,1,2,1,1,2,7
2314,1,2,2,2,2,2,1,1,2,6
2315,2,1,2,2,2,2,2,1,2,1
2316,2,1,2,2,2,2,2,2,2,E1_a
2317,2,1,2,2,2,2,2,2,2,E1_a
2318,1,1,2,2,2,2,2,1,2,1
2319,1,1,1,2,2,2,2,2,2,1
2320,4,1,2,1,2,2,2,2,2,1
2321,2,1,2,2,2,2,2,1,2,1
2322,2,1,2,2,2,2,2,2,2,E1_a
2323,1,2,2,2,2,2,2,1,2,E1_g
2324,4,1,2,2,2,2,2,2,2,E1_a
2325,1,1,2,2,2,2,2,2,2,E1_a
2326,1,1,2,2,2,2,2,2,2,E1_a
2327,2,2,2,2,2,1,2,2,2,E1_e
2328,4,1,2,2,2,2,2,1,2,1
2329,2,1,2,2,2,2,2,2,2,E1_a
